,Original,Type,Param1,Param2,Stat,Sign,Reported p-value
5390,"F(1, 68) = 15.86, p <.01",f,1.0,68.0,15.86,<,0.01
19510,"t(26) = 3.41, p = .002",t,26.0,,3.41,=,0.002
146450,"F(3, 62) = 2.97, p <.05",f,3.0,62.0,2.97,<,0.05
114376,"t(97) = 3.10, p < .01",t,97.0,,3.1,<,0.01
171526,"F(2, 10) = 12.04, p < .05",f,2.0,10.0,12.04,<,0.05
64766,"t(159) = 2.12, p < .05",t,159.0,,2.12,<,0.05
130828,"t(61) = 4.16, p < .001",t,61.0,,4.16,<,0.001
129621,"t(42) = 11.35, p < .001",t,42.0,,11.35,<,0.001
108772,"t(568) = 2.93, p = .004",t,568.0,,2.93,=,0.004
191792,"F(1, 120) = 4.55, p < .05",f,1.0,120.0,4.55,<,0.05
46507,"t(26) = 2.36, p = .03",t,26.0,,2.36,=,0.03
193680,"F(1, 28) = 32.41, p = .001",f,1.0,28.0,32.41,=,0.001
182257,"F(1, 30) = 13.3, p < .001",f,1.0,30.0,13.3,<,0.001
10380,"F(1, 207) = 35.43, p < .0001",f,1.0,207.0,35.43,<,0.0001
146868,"t(83) = −2.5, p < .05",t,83.0,,-2.5,<,0.05
51801,"F(1, 81) = 73.08, p   < .001",f,1.0,81.0,73.08,<,0.001
23812,"t(78) = 2.47, p < .05",t,78.0,,2.47,<,0.05
14660,"F(1, 43) = 5.04, p   < .04",f,1.0,43.0,5.04,<,0.04
923,"F(1, 96)   = 5.85,  p   < .025",f,1.0,96.0,5.85,<,0.025
84471,"t   (40) = 11.38, p   < .05",t,40.0,,11.38,<,0.05
15289,"F(1, 102) = 18.88, p < .001",f,1.0,102.0,18.88,<,0.001
29848,"F(1, 74) = 6.08, p = .02",f,1.0,74.0,6.08,=,0.02
53672,"F(1, 590) = 10.26, p = .001",f,1.0,590.0,10.26,=,0.001
167319,"F(2, 196) = 6.18, p < .01",f,2.0,196.0,6.18,<,0.01
196827,"F(4, 140) = 26.44, p < .001",f,4.0,140.0,26.44,<,0.001
157091,"F(1, 100) = 6.12, p = .015",f,1.0,100.0,6.12,=,0.015
16109,"t(281) = −2.82, p = .005",t,281.0,,-2.82,=,0.005
110244,"t(122) = 2.3, p   < .05",t,122.0,,2.3,<,0.05
24793,"F(1, 22) = 24.75, p < .001",f,1.0,22.0,24.75,<,0.001
99360,"F(1, 200) = 9.68, p < .005",f,1.0,200.0,9.68,<,0.005
146301,"t(18) = 6.52, p < .01",t,18.0,,6.52,<,0.01
4202,"t(15) = −2.17, p < .05",t,15.0,,-2.17,<,0.05
59720,"F(1, 43) = 4.13, p   < .05",f,1.0,43.0,4.13,<,0.05
143275,"F(1, 16) = 6.17, p <.025",f,1.0,16.0,6.17,<,0.025
56201,"F(1, 52) = 10.49, p < .005",f,1.0,52.0,10.49,<,0.005
10366,"t(75) = −4.86, p < .001",t,75.0,,-4.86,<,0.001
161378,"t(25) = 11.62, p < .0001",t,25.0,,11.62,<,0.0001
49656,"t(234) = −18.00, p < .001",t,234.0,,-18.0,<,0.001
39913,"t(284) = −2.32, p < .025",t,284.0,,-2.32,<,0.025
81282,"F(2, 154) = 6.72, p = .003",f,2.0,154.0,6.72,=,0.003
179176,"F(1, 82) = 9.09, p = .003",f,1.0,82.0,9.09,=,0.003
82022,"t(30) = −2.92, p   < .01",t,30.0,,-2.92,<,0.01
153511,"F(1, 15) = 35.98, p < .001",f,1.0,15.0,35.98,<,0.001
173910,"F(1, 44) = 11.3, p   < .05",f,1.0,44.0,11.3,<,0.05
32468,"t(116) = 3.13, p = .002",t,116.0,,3.13,=,0.002
87484,"F(1,   29) = 7.22, p < .02",f,1.0,29.0,7.22,<,0.02
120438,"F(1, 79) = 5.36, p <.05",f,1.0,79.0,5.36,<,0.05
172266,"F(1, 9) = 14.625, p < .004",f,1.0,9.0,14.625,<,0.004
139523,"F(9, 396) = 32.96, p < .0001",f,9.0,396.0,32.96,<,0.0001
28793,"F(8, 78) = 4.5, p < .001",f,8.0,78.0,4.5,<,0.001
1312,"t(48) = −8.53, p < .0001",t,48.0,,-8.53,<,0.0001
64434,"F(1, 79) = 9.38, p < .004",f,1.0,79.0,9.38,<,0.004
133531,"F(3, 108) = 5.30, p =.002",f,3.0,108.0,5.3,=,0.002
138778,"F(1, 35) = 14.22, p < .001",f,1.0,35.0,14.22,<,0.001
183672,"t(15) = 2.70, p = .016",t,15.0,,2.7,=,0.016
37451,"t(78) = 2.2, p   < .05",t,78.0,,2.2,<,0.05
146684,"F(1, 48) = 10.92, p < .002",f,1.0,48.0,10.92,<,0.002
115731,"t(323) = 3.42, p < .001",t,323.0,,3.42,<,0.001
150105,"t(642) = 5.34, p < .001",t,642.0,,5.34,<,0.001
38568,"F(1, 61) = 14.95, p < .001",f,1.0,61.0,14.95,<,0.001
51331,"t(77) = 2.83, p < .05",t,77.0,,2.83,<,0.05
14117,"F(1, 161) = 40.178, p < .001",f,1.0,161.0,40.178,<,0.001
116083,"F(1, 71) = 47.0, p < .001",f,1.0,71.0,47.0,<,0.001
131264,"t(26) = 11.9, p < .0001",t,26.0,,11.9,<,0.0001
152313,"F(1, 30) = 5.3, p < .05",f,1.0,30.0,5.3,<,0.05
146161,"t(59) = −2.10, p = .05",t,59.0,,-2.1,=,0.05
171698,"F(5, 10) = 3.79, p < .05",f,5.0,10.0,3.79,<,0.05
26184,"t(320) = 2.86, p   < .01",t,320.0,,2.86,<,0.01
35577,"t(951) = −1.65, p < .05",t,951.0,,-1.65,<,0.05
197112,"F(1, 56) = 6.52, p < .02",f,1.0,56.0,6.52,<,0.02
180519,"t(1,427) = 11.92, p < .001",t,427.0,,11.92,<,0.001
42923,"F(2, 81) = 141.45, p <.001",f,2.0,81.0,141.45,<,0.001
137097,"F(1, 47) = 15.93, p < .001",f,1.0,47.0,15.93,<,0.001
134137,"F(1, 39) = 14.61, p < .001",f,1.0,39.0,14.61,<,0.001
108551,"t(270) = 1.97, p <.05",t,270.0,,1.97,<,0.05
82380,"t(43) = −2.43, p < .02",t,43.0,,-2.43,<,0.02
78910,"F(1, 31) = 4.48, p < .05",f,1.0,31.0,4.48,<,0.05
151398,"F(1, 7034) = 106.29, p < .001",f,1.0,7034.0,106.29,<,0.001
123732,"t(37) = 7.27, p < .001",t,37.0,,7.27,<,0.001
60335,"F(1, 142) = 4.97, p   < .02",f,1.0,142.0,4.97,<,0.02
152758,"F(1, 30) = 29.5, p < .01",f,1.0,30.0,29.5,<,0.01
166725,"F(30, 3885) = 2.57, p < .001",f,30.0,3885.0,2.57,<,0.001
30626,"F(2, 65) = 5.01, p < .001",f,2.0,65.0,5.01,<,0.001
145380,"F(2, 90) = 4.58, p = .01",f,2.0,90.0,4.58,=,0.01
128449,"F(1, 26) = 9.41, p < .005",f,1.0,26.0,9.41,<,0.005
36285,"F(1, 97) = 8.31, p = .005",f,1.0,97.0,8.31,=,0.005
44324,"F(2, 59) = 5.72, p   < .003",f,2.0,59.0,5.72,<,0.003
43051,"F(1, 56) = 4.48, p < .05",f,1.0,56.0,4.48,<,0.05
147869,"t(138) = 1.32, p > .05",t,138.0,,1.32,>,0.05
98539,"F(1, 56) = 16.10, p < .001",f,1.0,56.0,16.1,<,0.001
166173,"F(2, 54) = 3.90, p < .05",f,2.0,54.0,3.9,<,0.05
166600,"F(3, 217) = 10.91, p < .01",f,3.0,217.0,10.91,<,0.01
35990,"F(1, 55) = 7.99, p < .05",f,1.0,55.0,7.99,<,0.05
168179,"F(1, 80) = 27.35, p <.01",f,1.0,80.0,27.35,<,0.01
110586,"t(357) = 3.23, p < .005",t,357.0,,3.23,<,0.005
137419,"F(2, 42)   = 3.97,  p   < .05",f,2.0,42.0,3.97,<,0.05
34747,"t(206) = 3.00, p < .004",t,206.0,,3.0,<,0.004
54049,"F(1, 58) = 9.42, p < .01",f,1.0,58.0,9.42,<,0.01
154703,"F(1, 57) = 67.74, p < .001",f,1.0,57.0,67.74,<,0.001
24598,"F(1, 88) = 248.6, p   < .001",f,1.0,88.0,248.6,<,0.001
164793,"F(1, 19) = 100.98, p < .001",f,1.0,19.0,100.98,<,0.001
12433,"F(2, 34) = 7.96, p < .001",f,2.0,34.0,7.96,<,0.001
44625,"t(101) = 3.25, p < .005",t,101.0,,3.25,<,0.005
91820,"F(1, 14) = 83.53, p < .0001",f,1.0,14.0,83.53,<,0.0001
98652,"F(1, 75) = 6.69, p   < .01",f,1.0,75.0,6.69,<,0.01
15141,"t(56) = 1.79, p < .05",t,56.0,,1.79,<,0.05
164100,"F(2, 162) = 14.44, p < .001",f,2.0,162.0,14.44,<,0.001
171004,"F(3, 54) = 4.96, p < .01",f,3.0,54.0,4.96,<,0.01
109936,"t(34) = 7.45, p < .001",t,34.0,,7.45,<,0.001
191853,"t(16) = −4.95, p = .001",t,16.0,,-4.95,=,0.001
71341,"t(165) = −5.11, p < .001",t,165.0,,-5.11,<,0.001
11571,"F(2, 302) = 6.18, p < .005",f,2.0,302.0,6.18,<,0.005
195108,"F(4, 226) = 6.54, p <.001",f,4.0,226.0,6.54,<,0.001
73450,"F(2, 488) = 19.89, p < .001",f,2.0,488.0,19.89,<,0.001
165141,"t(230) = 3.1, p < .05",t,230.0,,3.1,<,0.05
182879,"t(27) = 2.26, p = .03",t,27.0,,2.26,=,0.03
104627,"F(10, 183) = 4.47, p < .001",f,10.0,183.0,4.47,<,0.001
126375,"F(2, 30)   = 4.54,  p   < .05",f,2.0,30.0,4.54,<,0.05
54231,"F(1, 99) = 26.15, p < .001",f,1.0,99.0,26.15,<,0.001
23962,"t   (1, 111) = 2.13, p   < .05",t,111.0,,2.13,<,0.05
33966,"t(59) = 5.89, p < .0001",t,59.0,,5.89,<,0.0001
188540,"F(2, 39) = 3.70, p = .03",f,2.0,39.0,3.7,=,0.03
49747,"t(471) = 2.05, p < .05",t,471.0,,2.05,<,0.05
186675,"F(1, 51) = 567.22, p < .001",f,1.0,51.0,567.22,<,0.001
163620,"F(1, 36) = 9.09, p < .01",f,1.0,36.0,9.09,<,0.01
160398,"F(1, 104) = 67.93, p < .001",f,1.0,104.0,67.93,<,0.001
39432,"F(1, 114)   = 4.38, p < .05",f,1.0,114.0,4.38,<,0.05
45316,"F(7, 237) = 3.11, p   < .01",f,7.0,237.0,3.11,<,0.01
13725,"F(1, 183) = 120.70, p < .0005",f,1.0,183.0,120.7,<,0.0005
135983,"F(1, 130) = 23.66, p < .001",f,1.0,130.0,23.66,<,0.001
40547,"F(1, 58) = 14.46, p <.001",f,1.0,58.0,14.46,<,0.001
178335,"F(1, 113) = 36.71, p < .001",f,1.0,113.0,36.71,<,0.001
55125,"F(1, 69)   = 4.42,  p   < .01",f,1.0,69.0,4.42,<,0.01
158394,"F(1, 105) = 16.55, p < .001",f,1.0,105.0,16.55,<,0.001
65318,"t(16) = 2.43, p   < .03",t,16.0,,2.43,<,0.03
192572,"F(2, 208) = 36.03, p   < .001",f,2.0,208.0,36.03,<,0.001
100579,"t(49) = −3.31, p = .002",t,49.0,,-3.31,=,0.002
50526,"t(11) = 8.18, p < .0005",t,11.0,,8.18,<,0.0005
4215,"F(4, 36) = 47.56, p < .0001",f,4.0,36.0,47.56,<,0.0001
84214,"F(1, 48) = 6.56, p < .01",f,1.0,48.0,6.56,<,0.01
192804,"F(1, 56) = 0.24, p > .05",f,1.0,56.0,0.24,>,0.05
184333,"t(208) = 7.23, p < .01",t,208.0,,7.23,<,0.01
90344,"F(6, 63) = 4.93, p < .01",f,6.0,63.0,4.93,<,0.01
74290,"F(1, 799) = 39.44, p < .001",f,1.0,799.0,39.44,<,0.001
177160,"F(1, 205) = 21.8, p < .001",f,1.0,205.0,21.8,<,0.001
155925,"t   (7) = 2.64, p   = .033",t,7.0,,2.64,=,0.033
159818,"t(15) = 2.22, p = .022",t,15.0,,2.22,=,0.022
36757,"F(1, 84) = 8.19, p   < .01",f,1.0,84.0,8.19,<,0.01
149942,"F(1, 76) = 44.91, p    < .001",f,1.0,76.0,44.91,<,0.001
174080,"F(2, 87) = 5.22, p < .008",f,2.0,87.0,5.22,<,0.008
118567,"F(1, 21) = 254.7, p < .001",f,1.0,21.0,254.7,<,0.001
136621,"F(3, 150) = 9.32, p < .001",f,3.0,150.0,9.32,<,0.001
13781,"F(2, 22)   = 3.73,  p   < .05",f,2.0,22.0,3.73,<,0.05
138687,"F(1, 248) = 4.41, p < .05",f,1.0,248.0,4.41,<,0.05
185964,"F(1, 16) = 0.25, p >.05",f,1.0,16.0,0.25,>,0.05
135525,"t(1, 29) = 2.8, p < .01",t,29.0,,2.8,<,0.01
166575,"F(1, 32) = 8.84, p < .01",f,1.0,32.0,8.84,<,0.01
193667,"F(2, 40) = 23.0, p < .001",f,2.0,40.0,23.0,<,0.001
109120,"F(5, 260) = 20.26, p < .001",f,5.0,260.0,20.26,<,0.001
162397,"F(1, 37) = 6.06, p = .019",f,1.0,37.0,6.06,=,0.019
33142,"t(71) = 2.23, p = .03",t,71.0,,2.23,=,0.03
71059,"F(1, 186) = 62.25, p < .0001",f,1.0,186.0,62.25,<,0.0001
41219,"t(106) = 2.51, p < .01",t,106.0,,2.51,<,0.01
156981,"t(35) = 2.91, p < .01",t,35.0,,2.91,<,0.01
55198,"t(22) = 3.61, p = .002",t,22.0,,3.61,=,0.002
100442,"F(98, 571) = 6.82, p   < .001",f,98.0,571.0,6.82,<,0.001
68062,"t(129) = −2.29, p = .024",t,129.0,,-2.29,=,0.024
171536,"F(1, 23) = 7.032, p < .05",f,1.0,23.0,7.032,<,0.05
193453,"F(2, 87) = 7.4, p = .0011",f,2.0,87.0,7.4,=,0.0011
83439,"F(1, 39) = 46.47, p = .0001",f,1.0,39.0,46.47,=,0.0001
3033,"F(1, 81) = 12.33, p < .01",f,1.0,81.0,12.33,<,0.01
2066,"F(4, 36) = 111.27, p < .0001",f,4.0,36.0,111.27,<,0.0001
174086,"F(3, 122) = 10.96, p < .001",f,3.0,122.0,10.96,<,0.001
176395,"t(96) = 4.84, p < .001",t,96.0,,4.84,<,0.001
33489,"t(493) = −3.30, p = .001",t,493.0,,-3.3,=,0.001
38211,"F(1, 46) = 4.14, p   < .05",f,1.0,46.0,4.14,<,0.05
34863,"F(1, 36)   = 77.89,    p   < .0001",f,1.0,36.0,77.89,<,0.0001
33052,"F(1, 65) = 9.27, p   < .01",f,1.0,65.0,9.27,<,0.01
142341,"F(2, 188) = 14.99, p < .0001",f,2.0,188.0,14.99,<,0.0001
136052,"F(1, 56) = 6.43, p < .05",f,1.0,56.0,6.43,<,0.05
120728,"F   (11, 209) = 4.66,   p   < .001",f,11.0,209.0,4.66,<,0.001
71025,"F(1, 77) = 38.13,   p < .0001",f,1.0,77.0,38.13,<,0.0001
121343,"F(5, 492) = 2.74, p < .019",f,5.0,492.0,2.74,<,0.019
188458,"F(1, 61) = 3.65, p < .05",f,1.0,61.0,3.65,<,0.05
122290,"F(1, 15) = 4.77, p < .04",f,1.0,15.0,4.77,<,0.04
69660,"t(72) = 3.90, p <.001",t,72.0,,3.9,<,0.001
109022,"F(2, 22)   = 9.67,  p   < .001",f,2.0,22.0,9.67,<,0.001
66459,"t(124) = 2.24, p < .05",t,124.0,,2.24,<,0.05
43670,"F(1, 23) = 12.98, p < .01",f,1.0,23.0,12.98,<,0.01
118834,"F(3, 452) = 3.73, p < .007",f,3.0,452.0,3.73,<,0.007
92690,"F(1, 32) = 4.42, p < .05",f,1.0,32.0,4.42,<,0.05
170756,"t(6) =   11.548, p < .001",t,6.0,,11.548,<,0.001
35713,"F(3, 131) = 2.67, p < .05",f,3.0,131.0,2.67,<,0.05
193772,"F(1, 82) = 15.17,   p < .001",f,1.0,82.0,15.17,<,0.001
11193,"t(123) = 3.44, p < .01",t,123.0,,3.44,<,0.01
68423,"t(103) = 2.39, p = .02",t,103.0,,2.39,=,0.02
53346,"F(1, 119) = 10.0, p   < .01",f,1.0,119.0,10.0,<,0.01
64521,"t(42) = 2.85, p < .007",t,42.0,,2.85,<,0.007
117191,"t(69) = 2.705, p = .009",t,69.0,,2.705,=,0.009
156698,"t(35) = 3.8, p < .01",t,35.0,,3.8,<,0.01
25547,"F(1, 63) = 5.78, p = .02",f,1.0,63.0,5.78,=,0.02
172793,"F(1,68) = 7.510, p < .05",f,1.0,68.0,7.51,<,0.05
98848,"F(1, 132) = 6.2, p = .01",f,1.0,132.0,6.2,=,0.01
1560,"F(1, 142) = 10.81, p = .001",f,1.0,142.0,10.81,=,0.001
2157,"t   (40)   = 1.74,    p   < .05",t,40.0,,1.74,<,0.05
53690,"F(1, 525) = 29.82, p < .001",f,1.0,525.0,29.82,<,0.001
174358,"F(3, 93) = 7.99, p < .05",f,3.0,93.0,7.99,<,0.05
9775,"F(1, 72) = 551.18, p < .01",f,1.0,72.0,551.18,<,0.01
152868,"F(2, 138) = 3.24, p = .042",f,2.0,138.0,3.24,=,0.042
51775,"t(203) = 4.31, p < .001",t,203.0,,4.31,<,0.001
42336,"F(2, 99) = 26.44, p < .001",f,2.0,99.0,26.44,<,0.001
22265,"F(1, 146) = 166.86, p < .001",f,1.0,146.0,166.86,<,0.001
25295,"F(1, 232) = 62.55, p <.001",f,1.0,232.0,62.55,<,0.001
37493,"F(1, 87) = 15.07, p < .001",f,1.0,87.0,15.07,<,0.001
153646,"F(1, 28)   = 5.27,  p   = .03",f,1.0,28.0,5.27,=,0.03
144626,"t   (23) = 3.09, p    < .01",t,23.0,,3.09,<,0.01
148377,"F(1, 68) = 3.31, p   > .05",f,1.0,68.0,3.31,>,0.05
36498,"t(1356) = 43.86, p < .001",t,1356.0,,43.86,<,0.001
112736,"F(4, 92) = 78.77, p < .001",f,4.0,92.0,78.77,<,0.001
56382,"F(2, 49) = 5.11, p   < .03",f,2.0,49.0,5.11,<,0.03
60920,"F(1, 46) = 6.79, p < .05",f,1.0,46.0,6.79,<,0.05
5921,"F(1, 165) = 7.17, p   = .008",f,1.0,165.0,7.17,=,0.008
181537,"t(133) = −2.02, p = .046",t,133.0,,-2.02,=,0.046
92643,"F(2, 56) = 7.88, p < .01",f,2.0,56.0,7.88,<,0.01
172589,"F(1, 72) = 27.80, p < .01",f,1.0,72.0,27.8,<,0.01
160205,"t(23) = 2.60, p   < .05",t,23.0,,2.6,<,0.05
89239,"t(48) = 0.53, p >.05",t,48.0,,0.53,>,0.05
146536,"F(3, 43) = 3.72, p   = .018",f,3.0,43.0,3.72,=,0.018
14310,"F(1, 194) = 4.00, p   < .05",f,1.0,194.0,4.0,<,0.05
41690,"t(145) = 2.99, p < .003",t,145.0,,2.99,<,0.003
99951,"F(1, 413) = 4.59, p = .033",f,1.0,413.0,4.59,=,0.033
52502,"F(1, 594) = 20.72, p < .001",f,1.0,594.0,20.72,<,0.001
129759,"F(1, 59) = 6.06, p < .05",f,1.0,59.0,6.06,<,0.05
17047,"F(1, 45) = 5.64, p   < .02",f,1.0,45.0,5.64,<,0.02
32164,"F(1, 59) = 177.37,   p < .01",f,1.0,59.0,177.37,<,0.01
112969,"F(2, 102) = 3.84, p = .025",f,2.0,102.0,3.84,=,0.025
84662,"t(41) = 2.89, p   < .01",t,41.0,,2.89,<,0.01
160828,"F(1, 79) = 23.73,p<.001",f,1.0,79.0,23.73,<,0.001
12936,"F(1, 91) = 6.12, p < .05",f,1.0,91.0,6.12,<,0.05
191117,"t   (55) = −2.31, p   < .05",t,55.0,,-2.31,<,0.05
159885,"t(182) = 2.60, p < .05",t,182.0,,2.6,<,0.05
13833,"F(1, 200) = 9.28, p   < .01",f,1.0,200.0,9.28,<,0.01
160598,"F(1, 69) = 33.87, p < .001",f,1.0,69.0,33.87,<,0.001
158536,"t(596) = −2.27, p < .05",t,596.0,,-2.27,<,0.05
144087,"t(49) = −40.35, p <.01",t,49.0,,-40.35,<,0.01
6107,"t(776) = 2.08, p = .04",t,776.0,,2.08,=,0.04
69742,"F(2, 118) = 8.49, p < .001",f,2.0,118.0,8.49,<,0.001
187007,"F(2, 6) = 17.25, p < .01",f,2.0,6.0,17.25,<,0.01
130377,"F(1, 175) = 160.41, p < .001",f,1.0,175.0,160.41,<,0.001
148543,"F(1, 32) = 9.07, p < .005",f,1.0,32.0,9.07,<,0.005
120468,"F(1, 67) = 6.66, p = .01",f,1.0,67.0,6.66,=,0.01
131516,"F (1, 34) = 6.44, p < .02",f,1.0,34.0,6.44,<,0.02
173538,"F(3, 90) = 10.0, p < .001",f,3.0,90.0,10.0,<,0.001
38841,"F(2, 277) = 120.71, p < .001",f,2.0,277.0,120.71,<,0.001
8126,"t(249) = 14.69, p < .001",t,249.0,,14.69,<,0.001
10462,"F(1, 48) = 8.79, p < .01",f,1.0,48.0,8.79,<,0.01
127540,"F(3, 83) = 9.06, p < .001",f,3.0,83.0,9.06,<,0.001
116171,"F(2, 418) = 4.04, p < .05",f,2.0,418.0,4.04,<,0.05
65476,"F(1, 20) = 203.86, p   < .001",f,1.0,20.0,203.86,<,0.001
46273,"t(98) = 2.15, p = .03",t,98.0,,2.15,=,0.03
68846,"F(1, 29) = 11.36, p < .002",f,1.0,29.0,11.36,<,0.002
118380,"t(2, 82) = 9.66, p = .0001",t,82.0,,9.66,=,0.0001
23990,"F(1,   275) = 16.91, p < .001",f,1.0,275.0,16.91,<,0.001
98187,"F(1, 109) = 22.45, p < .05",f,1.0,109.0,22.45,<,0.05
65756,"F(3, 47) = 50.84, p < .001",f,3.0,47.0,50.84,<,0.001
184251,"t(11) = 4.69, p < .001",t,11.0,,4.69,<,0.001
152742,"F(1, 59) = 9.3, p < .01",f,1.0,59.0,9.3,<,0.01
184273,"F(1, 62) = 134.95, p < .001",f,1.0,62.0,134.95,<,0.001
146024,"F(4, 160) = 3.47, p < .01",f,4.0,160.0,3.47,<,0.01
167545,"t(22) = 2.73, p < .01",t,22.0,,2.73,<,0.01
129495,"F(1, 115) = 11.18, p < .001",f,1.0,115.0,11.18,<,0.001
115871,"F(2, 58) = 20.74, p = .000",f,2.0,58.0,20.74,=,0.0
109566,"F(2, 240) = 5.06, p   < .01",f,2.0,240.0,5.06,<,0.01
18069,"F(1, 140) = 161.30, p < .0001",f,1.0,140.0,161.3,<,0.0001
11144,"F(1, 364) = 49.55, p< .001",f,1.0,364.0,49.55,<,0.001
34722,"F(2, 45) = 6.17, p < .005",f,2.0,45.0,6.17,<,0.005
89517,"t(53) = 2.31, p = .02",t,53.0,,2.31,=,0.02
80455,"t(594) = 3.77, p < .001",t,594.0,,3.77,<,0.001
40741,"t(51) = 2.18, p = .03",t,51.0,,2.18,=,0.03
59815,"t(124) = 1.96, p < .05",t,124.0,,1.96,<,0.05
16654,"F(1, 42) = 10.57, p < .01",f,1.0,42.0,10.57,<,0.01
133459,"t(21) = 11.233, p < .001",t,21.0,,11.233,<,0.001
10509,"F(3, 109) = 8.97, p < .001",f,3.0,109.0,8.97,<,0.001
44260,"F(1, 80) = 31.88, p < .001",f,1.0,80.0,31.88,<,0.001
118494,"F(5, 105) = 8.81, p < .05",f,5.0,105.0,8.81,<,0.05
138467,"F(2, 373) = 110.8, p < .001",f,2.0,373.0,110.8,<,0.001
83207,"F(3, 161) = 41.93, p < .001",f,3.0,161.0,41.93,<,0.001
149473,"F(3, 171) = 6.13, p <.001",f,3.0,171.0,6.13,<,0.001
19364,"F(1, 175) = 10.87, p = .001",f,1.0,175.0,10.87,=,0.001
99615,"F(1, 112) = 55.37, p < .001",f,1.0,112.0,55.37,<,0.001
78927,"F(1, 48)= 12.33, p< .001",f,1.0,48.0,12.33,<,0.001
187753,"F(1, 45) = 7.13, p < .01",f,1.0,45.0,7.13,<,0.01
119864,"F(1, 21) = 14.72, p < .001",f,1.0,21.0,14.72,<,0.001
153099,"t(70) = 3.30, p = .002",t,70.0,,3.3,=,0.002
141321,"F(2, 364) = 65.87, p < .001",f,2.0,364.0,65.87,<,0.001
2561,"F(1, 97) = 18.24, p < .0001",f,1.0,97.0,18.24,<,0.0001
176337,"F(1, 9) = 63.17, p < .001",f,1.0,9.0,63.17,<,0.001
45526,"F(3, 159) = 17.92, p = .0001",f,3.0,159.0,17.92,=,0.0001
37745,"F(1, 348) = 201.89, p< .001",f,1.0,348.0,201.89,<,0.001
11076,"F(1, 93)   = 28.94,    p   < .0001",f,1.0,93.0,28.94,<,0.0001
183023,"t   (19) = 2.90, p    < .01",t,19.0,,2.9,<,0.01
181685,"F(129, 638) = 1.75, p = .00",f,129.0,638.0,1.75,=,0.0
102696,"F   (5, 221) = 26.11, p < .001",f,5.0,221.0,26.11,<,0.001
133544,"F(2, 255) = 130.64, p < .001",f,2.0,255.0,130.64,<,0.001
32853,"F(1, 65) = 7.12, p < .010",f,1.0,65.0,7.12,<,0.01
66053,"F(1, 20) = 26.02, p < .001",f,1.0,20.0,26.02,<,0.001
196545,"t(17) = 5.51, p = .000",t,17.0,,5.51,=,0.0
109633,"F(2, 169) = 3.82, p =.02",f,2.0,169.0,3.82,=,0.02
135989,"F(1, 130) = 25.84, p < .001",f,1.0,130.0,25.84,<,0.001
27765,"t(23) = 2.75, p < .02",t,23.0,,2.75,<,0.02
118033,"F(1, 31) = 37.40, p < .01",f,1.0,31.0,37.4,<,0.01
93464,"t(160) = 2.11, p < .05",t,160.0,,2.11,<,0.05
155385,"F(3, 77)   = 6.13, p <   .001",f,3.0,77.0,6.13,<,0.001
107829,"F(3, 14) = 10.00, p < .001",f,3.0,14.0,10.0,<,0.001
81810,"F(1, 210) = 14.04, p < .01",f,1.0,210.0,14.04,<,0.01
84123,"F(2, 120) = 6.10, p < .01",f,2.0,120.0,6.1,<,0.01
83003,"t(114) = 14.91, p < .01",t,114.0,,14.91,<,0.01
186913,"F(1, 21) = 6.7, p = .017",f,1.0,21.0,6.7,=,0.017
136913,"F(1, 150) = 4.23, p   < .05",f,1.0,150.0,4.23,<,0.05
175627,"F(1, 112) = 9.95, p < .0021",f,1.0,112.0,9.95,<,0.0021
147086,"F(1, 139) = 8.44, p = .004",f,1.0,139.0,8.44,=,0.004
162442,"F(1, 76) = 8.43, p = .005",f,1.0,76.0,8.43,=,0.005
38210,"F(1, 46) = 5.02, p   < .05",f,1.0,46.0,5.02,<,0.05
89899,"F(1, 103) = 9.44, p < .01",f,1.0,103.0,9.44,<,0.01
101464,"t(47)   = 3.14,    p   < .01",t,47.0,,3.14,<,0.01
2187,"F(1, 58) = 5.2, p < .01",f,1.0,58.0,5.2,<,0.01
18886,"t(43) = 2.83, p <.05",t,43.0,,2.83,<,0.05
118881,"F(1, 11) = 7.08, p < .05",f,1.0,11.0,7.08,<,0.05
22997,"F(2, 91) = 4.63, p   < .05",f,2.0,91.0,4.63,<,0.05
174680,"F(1, 1084) = 8.05, p < .01",f,1.0,1084.0,8.05,<,0.01
63200,"F(1, 64) = 4.37, p < .04",f,1.0,64.0,4.37,<,0.04
131685,"F(1, 23) = 39.99, p < .001",f,1.0,23.0,39.99,<,0.001
105666,"F(1, 159) = 6.30, p < .05",f,1.0,159.0,6.3,<,0.05
133236,"F(1, 70) = 12.17, p < .001",f,1.0,70.0,12.17,<,0.001
59417,"t(43) = 2.56, p = .01",t,43.0,,2.56,=,0.01
82460,"F(1, 26) = 5.26, p < .05",f,1.0,26.0,5.26,<,0.05
76071,"F(2, 72) = 5.19, p < .01",f,2.0,72.0,5.19,<,0.01
30974,"t(164) = 5.18, p < .001",t,164.0,,5.18,<,0.001
151442,"F(98, 6762) = 6.32, p < .01",f,98.0,6762.0,6.32,<,0.01
112220,"t(78) = 2.20, p = .031",t,78.0,,2.2,=,0.031
122472,"F(2, 72) = 4.79, p   < .01",f,2.0,72.0,4.79,<,0.01
164455,"t(473) = 4.43, p < .001",t,473.0,,4.43,<,0.001
101774,"F(1, 84) = 12.51, p   < .001",f,1.0,84.0,12.51,<,0.001
